"elections";"candidate";"list_name";"list_pos";"pref_votes";"elected";"nom_party";"pol_affil";"mayor";"dep_mayor";"board";"gov_support";"elig_voters";"ballots_cast"
"2022";"Král Ivan";"Naše Horoměřice";2;708;1;"NK";"BEZPP";0;1;1;1;NA;NA
"2022";"Jech Adam";"Naše Horoměřice";3;757;1;"NK";"BEZPP";0;0;1;1;NA;NA
"2022";"Altmann Vlastimil";"Naše Horoměřice";4;710;1;"NK";"BEZPP";0;0;0;1;NA;NA
"2022";"Hrnčířová Daria";"Naše Horoměřice";5;706;1;"NK";"BEZPP";0;0;0;1;NA;NA
"2022";"Liška Václav";"Naše Horoměřice";6;698;1;"NK";"BEZPP";0;0;0;1;NA;NA
"2022";"Rosová Kateřina";"Naše Horoměřice";7;678;1;"NK";"BEZPP";0;0;0;1;NA;NA
"2022";"Čacká Linda";"Naše Horoměřice";8;673;0;"NK";"BEZPP";0;0;0;0;NA;NA
"2022";"Kvarda Martin";"Naše Horoměřice";9;666;0;"NK";"BEZPP";0;0;0;0;NA;NA
"2022";"Pilch Jan (2)";"Naše Horoměřice";10;661;0;"NK";"BEZPP";0;0;0;0;NA;NA
"2022";"Kolář Daniel";"Naše Horoměřice";11;678;0;"NK";"BEZPP";0;0;0;0;NA;NA
"2022";"Klíma Jan";"Naše Horoměřice";12;636;0;"NK";"BEZPP";0;0;0;0;NA;NA
"2022";"Mikulka Jan";"Naše Horoměřice";13;653;0;"NK";"BEZPP";0;0;0;0;NA;NA
"2022";"Bican Borek";"Naše Horoměřice";14;614;0;"NK";"BEZPP";0;0;0;0;NA;NA
"2022";"Karhan František";"Naše Horoměřice";15;597;0;"NK";"BEZPP";0;0;0;0;NA;NA
"2022";"Sedláček Aleš";"STAN";1;365;1;"STAN";"STAN";0;1;1;1;NA;NA
"2022";"Helerová Marcela";"STAN";2;309;1;"STAN";"BEZPP";0;0;0;1;NA;NA
"2022";"Srb Jindřich";"STAN";3;260;0;"STAN";"STAN";0;0;0;0;NA;NA
"2022";"Fajkošová Šárka";"STAN";4;282;0;"STAN";"STAN";0;0;0;0;NA;NA
"2022";"Fůsová Tereza";"STAN";5;276;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2022";"Verner Martin";"STAN";6;293;1;"STAN";"BEZPP";0;0;1;1;NA;NA
"2022";"Belatka Miroslav";"STAN";7;290;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2022";"Bareš Jiří (2)";"STAN";8;259;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2022";"Volbrachtová Anastázie";"STAN";9;241;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2022";"Havaš Jan";"STAN";10;233;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2022";"Petr Vojtěch";"STAN";11;244;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2022";"Bareš Jiří (1)";"STAN";12;225;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2022";"Procházka Radek";"STAN";13;239;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2022";"Kolínský Michal";"STAN";14;205;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2022";"Palátová Naděžda";"STAN";15;207;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2022";"Kšána Pavel";"Zdraví Sport Prosperita";1;44;0;"PRO Zdraví";"BEZPP";0;0;0;0;NA;NA
"2022";"Bláha Petr";"Zdraví Sport Prosperita";2;41;0;"PRO Zdraví";"BEZPP";0;0;0;0;NA;NA
"2022";"Bubák Adam";"Zdraví Sport Prosperita";3;36;0;"PRO Zdraví";"BEZPP";0;0;0;0;NA;NA
"2022";"Jansa Oldřich";"Zdraví Sport Prosperita";4;35;0;"PRO Zdraví";"BEZPP";0;0;0;0;NA;NA
"2022";"Vondra Dominik";"Zdraví Sport Prosperita";5;29;0;"PRO Zdraví";"BEZPP";0;0;0;0;NA;NA
